checkname,school,hospital,park,retail
东山头村委会,107,17,10,122
新濮村村委会,107,22,5,374
陈交大社区,107,24,9,142
建设村委会,107,29,6,105
蓬园村委会,107,36,10,113
王家埭村委会,107,40,7,166
上山村委会,107,55,12,275
沈岙村委会,108,21,11,178
莲塘村委会,108,23,2,262
林光社区,108,25,5,237
长春村委会,108,35,9,80
下西陶村委会,108,36,3,363
大池娄村委会,108,45,5,157
西京村委会,109,15,2,284
方家村委会,109,17,10,128
永乐村村委会,109,20,6,338
蒋家桥村委会,109,20,11,129
海南村委会,109,32,8,155
新建村委会,109,32,8,160
荷花桥村村委会,109,33,6,123
长联村委会,109,39,8,129
山北村委会,110,17,17,160
新王桥村委会,110,18,7,352
东江河村委会,110,29,3,111
顾家村村委会,111,29,7,130
同一村委会,111,31,6,107
长府村委会,111,32,6,338
沙东村委会,111,33,13,265
戎家村委会,111,39,3,139
横蓬村委会,111,39,10,134
徐樟塘村委会,112,37,2,356
下洋林村委会,112,59,12,337
岗上村委会,113,28,9,111
东迁村委会,113,30,12,176
万星村村委会,113,36,20,221
海晏庙村委会,113,38,6,193
五丰村委会,113,38,6,197
灵峰村委会,114,21,3,139
大田刘村委会,114,22,5,102
西后畈村委会,114,34,4,217
曹田后村委会,114,37,16,151
白浪村委会,114,38,10,113
后毛店村委会,114,41,5,338
明朗村委会,114,44,8,150
洪家村委会,114,48,8,189
丁家港村委会,115,31,7,189
新围村委会,116,16,3,66
宋家埭村委会,116,22,4,245
荷市村委会,116,26,4,175
流大塘村委会,116,38,2,291
塘岭村委会,116,60,7,249
闸北村委会,117,19,3,72
直塘村委会,117,25,6,138
灯塔村委会,117,28,7,132
永联村委会,117,46,7,155
高岭村委会,118,32,2,331
七里村委会,118,34,14,148
盛中村委会,118,37,10,252
西湾村委会,118,42,10,177
郭南村委会,119,16,13,122
秋山村委会,119,18,15,75
上柏村委会,120,18,15,76
沧浦村委会,120,21,4,104
骆家葑村委会,120,23,7,87
十里铺村委会,120,27,4,109
田洋季村委会,120,51,9,232
芳野村村委会,121,17,8,118
上横街村委会,121,23,12,147
羽村村委会,121,27,4,113
长石村委会,121,40,43,129
下员山村委会,121,51,9,246
河西村委会,122,14,6,213
鸣鹤居委会,122,23,12,142
江蒋漾村委会,122,32,13,170
管店村委会,122,47,3,92
坎东村委会,123,25,6,140
药山村委会,123,27,4,109
后山坞村委会,123,37,2,350
联树村委会,123,43,7,131
航民村委会,123,50,8,151
前窑村委会,124,34,15,292
里外甘村委会,124,38,2,353
葛塘村委会,126,19,4,281
上汇村委会,126,20,14,203
卫东村委会,126,22,12,143
新泽村委会,126,24,11,139
锦堂村委会,126,24,11,142
万寿寺村委会,126,44,6,240
荷岙村委会,126,47,17,227
周西社区,127,34,7,211
巨星村委会,127,42,18,132
郭庄村委会,128,26,12,104
上楼村委会,128,32,5,227
沧北村委会,128,34,7,212
芦浦村委会,128,47,8,112
山海村委会,129,22,12,144
凤阳章村委会,129,35,6,153
杏花村委会,129,36,12,127
下埠村委会,129,48,13,107
上辇村委会,130,20,5,102
利岙村委会,130,54,10,247
周西社区,131,44,6,237
横山头村委会,131,58,49,311
卫东村委会,132,24,12,147
二桥村委会,132,38,11,206
许南村委会,133,17,13,136
九份村委会,134,23,3,120
联盟村委会,134,25,3,140
南林村委会,134,34,14,172
姜家村委会,135,20,5,200
斗门村委会,135,24,8,123
崇山村委会,135,27,11,219
湖塘村委会,135,32,9,164
埠头村委会,136,21,2,387
朝阳村委会,136,21,5,117
赵家村委会,136,23,31,173
大岐山村委会,136,28,13,145
湖山村委会,136,38,4,151
城隍庙社区,137,24,12,149
卷桥村委会,137,37,6,123
湖亭村委会,137,45,10,186
东洋里村委会,138,11,8,92
横塘村委会,138,17,13,212
断江村委会,138,22,3,110
樟岙村委会,138,24,3,163
卫西村委会,138,24,12,145
古窑浦村委会,138,24,12,149
小团浦村委会,138,28,13,145
湖塘新村委会,138,32,9,167
岸头村委会,138,37,4,178
黄箭山村委会,139,22,1,147
榧树村委会,139,23,3,114
希董村委会,139,23,3,114
楼山村委会,139,45,49,267
芙蓉村委会,139,51,10,118
荷叶塘村委会,140,46,3,421
虎头山村委会,140,52,50,290
浃东村委会,140,55,8,119
赛龙村委会,141,22,3,105
下张村委会,141,23,3,115
卫北村委会,141,25,12,148
湖岸村委会,142,23,3,114
步廊村委会,142,29,11,84
清风村委会,142,33,10,238
水澄村委会,142,39,9,170
天皇村委会,142,41,9,165
新河村村委会,143,20,6,436
六另村委会,143,23,3,113
下梁村委会,143,31,6,161
城中村委会,143,32,9,167
张李村委会,144,22,3,109
岩园村委会,144,23,3,108
屈家村委会,144,23,3,114
牧屿村委会,144,23,3,114
下坊村委会,144,23,3,115
戴家村委会,144,23,3,115
长崔村委会,144,23,3,116
江南村委会,144,23,13,200
卫南村委会,144,25,12,151
顺家路边村委会,144,26,10,77
牛鼻洞村委会,144,34,14,111
大浦村委会,144,46,6,119
怡园村委会,145,36,3,209
上蔡村委会,145,40,11,171
西堑村委会,146,23,3,110
七份岸村委会,146,23,3,119
前岸村委会,146,23,3,119
陈岙村委会,146,25,13,214
前垟村委会,146,30,14,304
百两村委会,146,36,3,214
毛三斢村委会,146,37,10,232
低塘村委会,146,41,11,209
南秦村村委会,147,16,11,131
杨梅院村委会,147,31,8,228
丰潭村委会,148,37,10,223
酒店村委会,148,41,5,203
黄土岭村委会,149,19,4,191
吴家村委会,149,23,7,172
丰潭村委会,149,38,10,231
水缺头村委会,150,23,5,147
秦家港村委会,151,13,7,247
塘下村委会,151,21,19,112
上周村委会,151,52,5,475
七一村委会,152,35,3,358
潭河沿村委会,152,38,10,227
三角村委会,153,30,8,124
双丰村委会,154,22,16,167
中山村委会,155,23,9,179
繁荣村委会,156,20,4,238
上崇山村委会,156,30,14,235
前洋村委会,156,32,5,162
卫北村委会,156,35,13,195
台头村委会,157,19,6,273
五里村委会,157,33,12,177
珠山村委会,157,57,12,241
方北村委会,158,32,6,425
前州村委会,158,39,18,344
祖科塘村委会,158,53,5,492
洋河村委会,158,55,49,328
茶屿村委会,158,57,14,238
浦南村委会,159,31,6,190
倒桥村委会,159,32,6,410
卫南村委会,159,33,12,176
五联村委会,159,36,10,198
前毛店村委会,159,43,6,447
樟树村委会,161,56,8,192
樟树村委会,161,56,8,196
塔山村委会,162,26,16,112
上金村委会,162,29,13,258
益公山村委会,162,46,4,373
新光村委会,162,50,16,139
黄山村委会,163,20,17,99
西赵村委会,163,25,14,230
新塘村委会,163,36,14,112
玉露洋村委会,163,40,12,190
大二村委会,163,58,60,307
元甲村委会,164,43,8,246
徐村村委会,165,25,13,216
陈陀村委会,165,28,8,407
云城村委会,165,47,9,257
武山村委会,165,55,24,107
高家村委会,165,56,8,197
西田村委会,166,30,9,430
施叶村委会,166,35,13,189
西洋村委会,166,49,11,190
新潮村委会,167,26,8,212
睦州垟村委会,167,37,9,109
大古塘村委会,167,47,9,266
腾蛟居委会,167,49,11,193
湖塘新村委会,168,26,8,212
大岙里村委会,168,37,17,166
沪山村委会,168,38,9,99
施家村委会,168,42,14,200
联谊村委会,168,44,7,223
三衙桥村委会,168,47,13,157
九联村委会,169,25,14,234
新欣村委会,169,34,13,109
卫西村委会,169,35,13,189
东营村委会,169,35,13,191
大古塘村委会,169,45,10,236
横路村委会,169,57,57,324
南山底村村委会,170,24,7,114
王店村委会,170,39,4,239
塔山村委会,172,26,16,111
永丰村委会,172,29,8,175
芦城村委会,172,44,11,229
万寿寺村委会,172,45,10,242
前洋奚村委会,172,57,57,322
建五村委会,173,43,8,240
丁岙村委会,176,22,21,261
蒋僧桥村委会,177,42,11,209
文伟村委会,178,19,3,102
宁新村,178,51,13,283
方田洋村委会,179,30,6,168
郑际村委会,180,39,13,199
江厦村委会,181,46,58,165
盛乐村委会,181,52,12,284
淹浦村委会,182,21,19,115
双桥村委会,182,46,13,237
洋头村委会,183,27,11,147
白鹭屿村委会,183,46,14,244
翁垟村委会,183,52,18,188
新星村村委会,184,27,8,488
尚经村委会,184,35,7,429
华亭村委会,185,23,22,290
桥洋村委会,185,33,18,178
宁牧村委会,185,56,15,297
箭路社区,187,29,11,352
坎东村委会,187,33,9,199
周韩村村委会,187,37,10,186
石板路村委会,188,43,10,145
下八年村委会,189,35,7,188
石人山村委会,189,48,7,163
孙方村委会,190,33,9,203
富沈村委会,190,37,7,191
珊门社区,192,20,2,113
西陈村委会,192,20,15,169
南湖村委会,193,20,15,161
下娄店村委会,193,25,8,468
泾岸村委会,193,34,8,180
新建村委会,193,37,6,204
松中村委会,193,40,6,187
东垟村委会,193,53,20,162
珊门社区,194,20,2,114
江湾村委会,195,30,15,301
水亭村委会,197,37,12,81
王界村委会,197,37,14,333
王家埭村委会,197,48,7,161
金星村委会,197,55,12,152
汾西村委会,198,40,6,192
宋岙底村委会,199,38,23,338
韩家垟村委会,199,52,13,175
三群村委会,200,36,9,215
新乐村委会,200,37,14,327
鸣山村委会,200,38,12,86
山海村委会,201,35,13,90
高坦村委会,201,50,19,269
上横街村委会,202,35,13,97
金施村委会,202,46,7,208
潮塘村委会,203,36,9,224
盈二村委会,203,36,16,193
城东村委会,203,38,10,89
定桥村村委会,203,43,11,154
金星村委会,204,55,12,152
张瞿村委会,205,42,18,313
溪口村委会,205,55,12,151
金星村村委会,206,38,11,156
火炬村委会,207,34,22,156
革新村村委会,208,34,15,146
前宕社区,208,41,12,91
山下郎村委会,209,27,14,155
永和村委会,210,28,13,432
姜家渡村委会,210,33,7,194
黎明村村委会,210,34,15,144
围中村委会,210,43,13,256
沈岙村委会,211,53,17,280
岩峰村委会,212,35,9,162
马鞍山村委会,213,30,6,213
东门外村委会,214,37,13,98
三北居委会,216,37,13,98
新河村委会,216,55,47,355
仙浦喻村委会,217,43,8,168
下庄卢新村委会,217,51,20,250
湖门村委会,219,22,20,161
吉庆桥村委会,219,27,8,251
新东村委会,219,40,4,170
新华村委会,219,60,15,302
双河村委会,220,28,7,267
高桥村委会,222,18,3,138
三江新村委会,222,43,17,163
岩二村委会,222,53,17,294
横潭坎村委会,223,23,15,139
联兴村委会,224,17,7,147
龙虎村委会,224,33,10,144
上倪村委会,224,47,23,242
八都村委会,226,26,16,129
高桥村委会,228,18,3,138
新园村委会,228,66,17,236
坑边村委会,232,26,15,132
孙家桥村委会,232,42,11,170
民建村委会,235,24,19,144
三北村村民委员会,235,40,32,151
溪南村委会,235,49,12,163
新生社区居委会,236,17,3,329
岸塘村委会,237,44,61,224
莪园村委会,241,23,17,142
华山村委会,244,42,10,153
联明村委会,245,66,17,234
南山村委会,248,36,13,221
刘北村委会,249,53,11,180
新溪桥村委会,250,41,10,149
红联村委会,250,69,25,197
下朱宅村委会,251,29,8,691
后庄村委会,251,42,14,249
沙家垫村村委会,252,43,10,192
后义村委会,253,28,9,715
长安村委会,254,29,19,139
花园村委会,254,44,27,279
岱头村委会,254,47,12,120
历山村委会,257,52,21,243
龙兴村村委会,258,41,23,261
下陈村委会,259,20,4,161
长塘村委会,259,41,15,257
石龙村村民委员会,259,42,37,233
秦堰村委会,259,56,13,217
彭桥村委会,261,56,13,216
方桥村委会,263,31,23,412
西俞村委会,264,28,9,403
西演茅村委会,270,25,19,161
国庆村委会,270,43,20,383
七里村委会,272,50,8,226
三联村委会,273,25,5,131
大池头村委会,273,50,15,140
新建村委会,274,53,10,244
春华村委会,276,48,24,215
东雅村村委会,276,50,17,258
同兴村委会,276,65,23,323
城东村村委会,277,31,7,262
万亩村委会,277,39,8,295
联明村委会,277,67,20,216
塔山村委会,278,45,8,224
华联村委会,279,26,16,189
黄湖村委会,279,55,23,191
玉莲村委会,279,56,12,165
林北村委会,281,28,10,258
沈家村村委会,281,43,14,213
王西村委会,283,44,16,256
七西村委会,284,36,30,376
宏兴村委会,284,53,10,260
曹埭村委会,286,40,35,377
五联村委会,286,76,28,346
龙舌村委会,287,66,11,237
双浦村委会,290,39,16,207
永西村委会,291,36,16,421
谷塘村委会,292,43,13,336
排岩头村委会,292,64,23,269
新堂村委会,293,43,9,317
何泮山村委会,293,51,11,543
石人山村委会,293,66,11,233
霞江村委会,294,76,19,343
葛家车村委会,295,39,18,480
破山村委会,295,67,20,214
红三村委会,296,41,16,218
凰桥村委会,296,43,41,374
永旺村委会,296,68,15,249
横河村委会,297,29,8,262
山联社区,300,27,16,184
半洋洪村委会,304,55,16,220
后街社区,305,49,32,585
回龙村村委会,305,50,18,230
秋丰村委会,307,52,29,238
竞争村委会,307,66,19,324
上游村委会,307,68,28,456
永福村委会,309,70,21,312
新村村委会,310,56,16,553
高家村委会,310,75,13,259
康山村委会,311,48,25,275
徐洋村委会,314,57,21,300
车岙村委会,314,58,18,367
和睦桥村委会,317,33,25,433
殿口村委会,317,51,11,548
大树下村委会,317,53,16,239
东岗山村委会,318,46,13,574
半洋村委会,320,55,16,254
明伟村委会,321,45,17,239
下柳村委会,322,49,17,487
前东村委会,322,58,43,283
蓝田村委会,323,68,13,183
龙舌村委会,323,75,13,261
清水浦村委会,323,79,25,225
开元社区居委会,326,48,19,343
任桥村委会,327,52,88,417
二甲村委会,327,61,14,293
上江村委会,328,49,17,178
渔塘口社区,329,56,16,169
新盛村委会,329,66,18,302
屿头村委会,330,48,34,577
岙岸村委会,331,51,17,294
山前村委会,332,42,22,199
百丈村委会,333,54,17,186
林西村委会,334,85,21,279
轻纺城社区居委会,336,48,19,351
良熟村委会,337,33,27,321
徐家庄村委会,337,58,17,223
苏岙村委会,337,80,28,485
象山村委会,340,52,17,545
五方村委会,341,70,15,223
城西村村委会,342,29,9,409
丰杨河村委会,347,44,25,211
塘下郑村委会,348,50,11,618
上垟庄社区,349,59,19,196
象中村委会,349,63,16,244
樟树村委会,350,85,21,269
柳二村委会,351,47,12,562
双益村委会,351,56,20,181
东仓社区,351,58,17,193
宫后陈社区,353,58,19,196
寺前村委会,356,87,26,378
水塔头村委会,357,64,19,437
中洲村委会,358,31,14,341
前垟洞村委会,358,76,22,318
刘南村委会,361,64,16,189
长道坦村委会,361,76,23,346
汤西村委会,363,84,25,450
青山村委会,364,57,25,209
朝阳村委会,368,55,22,520
万茗村委会,369,66,20,433
浦西村委会,373,30,10,172
黎明社区,377,48,27,323
桐岭村委会,378,71,60,418
水东村委会,379,34,23,298
方斗岩村委会,382,74,29,511
蟾西村委会,383,61,36,290
吴岙村委会,384,58,45,403
北郊村委会,385,52,32,266
汤岙余村委会,385,86,28,497
西河村委会,388,71,60,429
章桥村委会,390,30,14,316
百两村委会,392,77,26,326
深河村委会,392,84,31,460
伍梅村委会,393,81,21,235
南吕岙村委会,393,84,30,523
宜青桥村委会,394,81,21,232
青岩傅村委会,396,40,18,403
竹山村委会,396,50,27,233
金光村委会,398,63,42,360
沧前新村委会,399,89,31,401
下岙村委会,400,57,73,240
柳南村委会,400,90,33,451
湖上岙村委会,402,46,24,233
坝头村委会,407,48,22,222
东陈村委会,407,87,26,434
上五宅村委会,408,72,29,546
鸡鸣村委会,409,64,74,276
湖西村委会,409,69,27,506
薛宅村委会,412,87,25,409
赵宅社区,413,62,47,394
紫霞村委会,413,96,29,383
社头村委会,414,87,35,459
浙东村委会,414,89,29,375
潘家垟村委会,416,46,24,232
一灶村委会,416,82,28,235
象阳居委会,418,90,33,456
中林村委会,419,62,75,247
邵宅社区,419,64,49,418
捕捞新村委会,419,81,25,400
路西社区,421,57,29,314
南岸社区,422,51,24,276
九如堂村委会,425,47,16,751
后西垟村委会,427,82,33,545
陈宅社区,428,63,48,390
逾桥村村委会,429,34,8,429
紫霞村委会,429,96,29,400
后西漳村委会,430,82,24,515
东凰屿村委会,432,88,36,459
谭家岭村村委会,433,54,23,286
马路角村委会,433,79,23,527
长丰村委会,433,86,36,507
双岙村委会,434,68,107,630
中西漳村委会,434,83,27,516
上剑山村委会,435,82,28,228
三重炉村委会,435,84,28,484
上峰村委会,437,82,31,532
塘西社区,438,63,49,427
南才头村委会,439,85,28,536
金炉村委会,444,81,28,549
新后傅村委会,445,58,18,739
前程村委会,445,84,25,496
西仁宕村委会,445,87,28,465
涂厂村委会,447,75,21,214
白塔王社区,447,89,27,528
吕庄村委会,448,83,29,556
黄中村委会,448,88,28,420
智广村委会,450,81,29,572
水潭村委会,451,83,29,484
七河村委会,451,89,57,409
青溪村委会,452,57,18,740
下垟郑社区,452,78,23,289
五林村委会,452,88,56,437
西凰屿村委会,452,89,36,471
前陈村委会,455,61,34,598
王家店村委会,455,84,26,511
三房村委会,456,85,28,504
大港村委会,456,89,26,518
新坊社区,457,78,50,416
利一村委会,458,61,23,369
洪洋村委会,458,92,31,432
韩田社区,459,70,52,448
双桂里社区,459,72,18,257
前西垟村委会,459,89,32,578
东仁宕村委会,461,91,32,486
十八江村委会,462,77,50,408
浃西村委会,464,86,34,497
象山村委会,467,86,33,528
两水村委会,468,35,46,240
丰南村委会,468,57,28,252
翔金垟村委会,468,86,34,573
南河村委会,469,81,57,440
新西村委会,469,83,33,276
上池村委会,470,87,34,533
马仁桥村委会,471,89,35,551
候儿村委会,473,50,14,817
黄七甲村委会,474,84,31,565
上来桥村委会,474,88,32,548
梅园村委会,478,75,123,550
众善村村委会,479,41,9,566
柳一村委会,479,51,19,620
新东村委会,479,83,33,279
梅屿村委会,482,44,33,328
东升社区居委会,489,57,31,386
长山头村委会,490,87,34,410
乌溪桥村村委会,492,66,31,311
前横村委会,493,85,53,441
塘下村委会,494,89,52,446
鲍二村委会,503,87,53,450
西许村委会,505,105,34,419
双桥社区,506,104,35,408
建丰村委会,509,85,53,431
鲍三村委会,510,94,52,451
鲍四村委会,511,92,53,454
孙桥社区,512,36,15,364
平畴村委会,513,49,15,920
雄溪村委会,514,89,52,450
寨下村委会,515,33,15,326
上金村委会,517,92,53,462
何宅村委会,519,62,21,708
傅家路村委会,520,106,33,335
孔村村委会,525,60,22,556
西洋村委会,527,42,47,268
六塘村委会,527,106,33,339
新美洲村委会,532,89,22,255
利二村委会,537,84,33,397
东河村委会,545,88,18,272
沙渎村委会,546,86,25,306
祝家洋村委会,558,42,47,257
下埠社区,558,84,25,270
新兴村委会,560,56,14,874
楼西塘村委会,565,52,21,850
五星村委会,566,39,16,302
徐家站村委会,568,94,17,299
三江口村委会,586,63,59,271
白象村委会,593,43,21,398
落晚村村委会,593,70,64,505
钱仓村委会,597,105,17,366
东新屋村委会,601,68,17,887
新屋村委会,601,68,26,651
三港新城社区居委会,604,70,64,509
戈恬村委会,609,33,30,344
诸宅村委会,627,68,29,674
咸园社区,629,108,27,345
大湖头村委会,637,60,22,391
后申塘村委会,683,67,29,717
下王村委会,691,73,50,413
中埠村委会,707,60,24,420
后湖村委会,760,66,28,983
下村村委会,760,69,31,480
黄垟村委会,788,69,80,591
薛后村委会,791,83,31,501
尚仁村委会,793,68,30,848
星火社区,801,86,37,497
青口村委会,808,68,29,863
宋埠村委会,822,77,31,503
上埠村委会,823,77,31,530
后垟社区,835,80,33,464
畈东村委会,839,60,33,768
龙回村委会,854,72,37,779
薛前村委会,859,81,33,522
上村社区,860,88,35,507
山口村委会,870,64,30,727
华表社区,870,89,37,487
兴议村委会,904,100,32,463
长虹社区,910,80,33,562
下傅村委会,938,83,41,891
季宅村委会,956,92,35,942
赤塘村委会,989,70,40,829
宗塘村委会,1028,70,40,861
杨村社区居民委员会,1040,96,42,973
龚大塘村委会,1091,88,44,1047
周田社区,1348,135,193,961
